character,pinyin,translation,category,level
营业,yíng yè,to do business,Verb,5
影片,yǐng piàn,film,Noun,5
影视,yǐng shì,film and television,Noun,5
硬,yìng,hard,Adjective/Adverb,5
应对,yìng duì,to deal with,Verb,5
硬件,yìng jiàn,hardware,Noun,5
应用,yìng yòng,to apply,Verb/Adjective,5
拥抱,yōng bào,to embrace,Verb,5
拥有,yōng yǒu,to possess,Verb,5
勇气,yǒng qì,courage,Noun,5
用法,yòng fǎ,usage,Noun,5
用户,yòng hù,user,Noun,5
用力,yòng lì,to exert effort,Verb,5
用品,yòng pǐn,products,Noun,5
用途,yòng tú,use,Noun,5
优惠,yōu huì,preferential,Adjective,5
悠久,yōu jiǔ,long,Adjective,5
优良,yōu liáng,excellent,Adjective,5
优美,yōu měi,graceful,Adjective,5
优势,yōu shì,advantage,Noun,5
优质,yōu zhì,high quality,Adjective,5
由此,yóu cǐ,from this,Phrase,5
邮寄,yóu jì,to send by mail,Verb,5
邮局,yóu jú,post office,Noun,5
游览,yóu lǎn,to visit,Verb,5
邮票,yóu piào,postage stamp,Noun,5
油条,yóu tiáo,fried dough stick,Noun,5
犹豫,yóu yù,hesitant,Adjective,5
有害,yǒu hài,harmful,Adjective,5
有力,yǒu lì,powerful,Adjective,5
有利,yǒu lì,advantageous,Adjective,5
有限,yǒu xiàn,limited,Adjective,5
有益,yǒu yì,beneficial,Adjective,5
有助于,yǒu zhù yú,to help,Verb,5
幼儿园,yòu ér yuán,kindergarten,Noun,5
娱乐,yú lè,to entertain,Noun/Verb,5
语气,yǔ qì,tone,Noun,5
雨水,yǔ shuǐ,rainwater,Noun,5
语文,yǔ wén,Chinese language and literature,Noun,5
语音,yǔ yīn,pronunciation,Noun,5
预报,yù bào,to forecast,Noun/Verb,5
预测,yù cè,to predict,Verb,5
预订,yù dìng,to book,Verb,5
预防,yù fáng,to prevent,Verb,5
预计,yù jì,to estimate,Verb,5
玉米,yù mǐ,corn,Noun,5
预约,yù yuē,to make an appointment,Verb,5
原,yuán,original,Adjective,5
圆,yuán,circle,Noun/Adjective,5
原有,yuán yǒu,original,Adjective,5
元旦,Yuán dàn,New Year's Day,Noun,5
员工,yuán gōng,employee,Noun,5
原则,yuán zé,principle,Noun,5
愿,yuàn,to wish,Verb,5
愿望,yuàn wàng,wish,Noun,5
约定,yuē dìng,to agree on,Noun/Verb,5
运,yùn,to transport,Verb,5
运费,yùn fèi,freight,Noun,5
运气,yùn qì,luck,Noun,5
运输,yùn shū,to transport,Verb,5
运用,yùn yòng,to apply,Verb,5
在场,zài chǎng,to be present,Verb,5
在乎,zài hu,to care about,Verb,5
在内,zài nèi,including,Noun,5
在线,zài xiàn,online,Verb,5
在于,zài yú,to lie in,Verb,5
赞成,zàn chéng,to approve,Verb,5
糟,zāo,bad,Adjective,5
糟糕,zāo gāo,terrible,Adjective,5
早期,zǎo qī,early stage,Noun,5
早晚,zǎo wǎn,morning and evening,Noun/Adverb,5
早已,zǎo yǐ,long ago,Adverb,5
造,zào,to make,Verb,5
造成,zào chéng,to cause,Verb,5
增,zēng,to increase,Verb,5
增进,zēng jìn,to enhance,Verb,5
增强,zēng qiáng,to strengthen,Verb,5
赠,zèng,to give as a gift,Verb,5
赠送,zèng sòng,to present,Verb,5
炸,zhá,to fry,Verb,5
摘,zhāi,to pick,Verb,5
窄,zhǎi,narrow,Adjective,5
展出,zhǎn chū,to exhibit,Verb,5
展开,zhǎn kāi,to unfold,Verb,5
展览,zhǎn lǎn,to exhibit,Verb,5
展示,zhǎn shì,to show,Verb,5
展现,zhǎn xiàn,to reveal,Verb,5
占,zhàn,to account for,Verb,5
站台,zhàn tái,platform,Noun,5
占线,zhàn xiàn,busy phone line,Verb,5
涨,zhǎng,to rise,Verb,5
涨价,zhǎng jià,to increase in price,Verb,5
掌声,zhǎng shēng,applause,Noun,5
掌握,zhǎng wò,to grasp,Verb,5
账号,zhàng hào,account number,Noun,5
账户,zhàng hù,account,Noun,5
着凉,zháo liáng,to catch cold,Verb,5
召开,zhào kāi,to convene,Verb,5
折扣,zhé kòu,discount,Noun,5
哲学,zhé xué,philosophy,Noun,5
真诚,zhēn chéng,sincere,Adjective,5
针对,zhēn duì,to target,Verb,5
珍贵,zhēn guì,precious,Adjective,5
真实,zhēn shí,TRUE,Adjective,5
珍惜,zhēn xī,to cherish,Verb,5
诊断,zhěn duàn,to diagnose,Verb,5
阵,zhèn,measure word for bursts,Classifier,5
争,zhēng,to contend,Verb,5
争取,zhēng qǔ,to strive for,Verb,5
整齐,zhēng qí,neat,Adjective,5
整体,zhēng tǐ,whole,Noun,5
整整,zhēng zhěng,whole,Adverb,5
挣,zhèng,to earn,Verb,5
政府,zhèng fǔ,government,Noun,5
证据,zhèng jù,evidence,Noun,5
正如,zhèng rú,just like,Verb,5
证书,zhèng shū,certificate,Noun,5
政治,zhèng zhì,politics,Noun,5
支,zhī,measure word for long slender objects,Classifier,5
知名,zhī míng,well-known,Adjective,5
直,zhí,straight,Verb/Adjective/Adverb,5
直播,zhí bō,live broadcast,Verb,5
职场,zhí chǎng,workplace,Noun,5
职工,zhí gōng,staff,Noun,5
执行,zhí xíng,to execute,Verb/Adjective,5
止,zhǐ,to stop,Verb,5
指导,zhǐ dǎo,to guide,Verb,5
至,zhì,to arrive,Verb,5
治,zhì,to treat,Verb,5
制订,zhì dìng,to formulate,Verb,5
制定,zhì dìng,to formulate,Verb,5
制度,zhì dù,system,Noun,5
智慧,zhì huì,wisdom,Noun,5
至今,zhì jīn,up to now,Adverb,5
治疗,zhì liáo,to treat medically,Verb,5
智能,zhì néng,intelligence,Noun/Adjective,5
志愿者,zhì yuàn zhě,volunteer,Noun,5
制造,zhì zào,to manufacture,Verb,5
制作,zhì zuò,to produce,Verb,5
中华,Zhōng huá,China,Noun,5
中华民族,Zhōng huá mín zú,Chinese nation,Noun,5
中级,zhōng jí,intermediate,Adjective,5
中介,zhōng jiè,agency,Noun,5
中期,zhōng qī,medium term,Noun,5
中外,zhōng wài,China and abroad,Noun,5
中心,zhōng xīn,center,Noun,5
中药,zhōng yào,traditional Chinese medicine,Noun,5
中医,zhōng yī,traditional Chinese medicine practitioner,Noun,5
种类,zhǒng lèi,type,Noun,5
种子,zhǒng zi,seed,Noun,5
重大,zhòng dà,great,Adjective,5
众多,zhòng duō,numerous,Adjective,5
重量,zhòng liàng,weight,Noun,5
种植,zhòng zhí,to plant,Verb,5
周年,zhōu nián,anniversary,Noun,5
猪,zhū,pig,Noun,5
逐步,zhú bù,step by step,Adverb,5
逐渐,zhú jiàn,gradually,Adverb,5
竹子,zhú zi,bamboo,Noun,5
煮,zhǔ,to boil,Verb,5
主持,zhǔ chí,to host,Verb,5
主动,zhǔ dòng,proactive,Adjective,5
主观,zhǔ guān,subjective,Adjective,5
主人,zhǔ rén,owner,Noun,5
主任,zhǔ rèn,director,Noun,5
主食,zhǔ shí,staple food,Noun,5
主题,zhǔ tí,theme,Noun,5
主席,zhǔ xí,chairperson,Noun,5
注册,zhù cè,to register,Verb,5
住房,zhù fáng,housing,Noun,5
住宿,zhù sù,to stay,Verb,5
住址,zhù zhǐ,address,Noun,5
注重,zhù zhòng,to pay attention to,Verb,5
抓,zhuā,to grab,Verb,5
抓紧,zhuā jǐn,to grasp firmly,Verb,5
专家,zhuān jiā,expert,Noun,5
专心,zhuān xīn,concentrated,Adjective,5
转变,zhuǎn biàn,to change,Verb,5
转告,zhuǎn gào,to pass on a message,Verb,5
装饰,zhuāng shì,to decorate,Noun/Verb,5
装修,zhuāng xiū,to renovate,Verb,5
撞,zhuàng,to bump,Verb,5
状况,zhuàng kuàng,condition,Noun,5
状态,zhuàng tài,state,Noun,5
追,zhuī,to chase,Verb,5
追求,zhuī qiú,to pursue,Verb,5
资格,zī gé,qualification,Noun,5
资金,zī jīn,funds,Noun,5
姿势,zī shì,posture,Noun,5
咨询,zī xún,to consult,Verb,5
资源,zī yuán,resources,Noun,5
紫,zǐ,purple,Adjective,5
子女,zǐ nǚ,children,Noun,5
自从,zì cóng,since,Preposition,5
自动,zì dòng,automatically,Adjective/Adverb,5
自觉,zì jué,to be aware,Verb/Adjective,5
字母,zì mǔ,alphabet letter,Noun,5
自身,zì shēn,oneself,Noun,5
自由,zì yóu,free,Noun/Adjective,5
综合,zōng hé,to synthesize,Verb,5
总部,zǒng bù,headquarters,Noun,5
总共,zǒng gòng,in total,Adverb,5
总数,zǒng shù,total,Noun,5
总体,zǒng tǐ,overall,Noun,5
总统,zǒng tǒng,president,Noun,5
总之,zǒng zhī,in short,Conjunction,5
租金,zū jīn,rent,Noun,5
族,zú,suffix meaning ethnic group,Suffix,5
足够,zú gòu,sufficient,Verb,5
组成,zǔ chéng,to form,Verb,5
组合,zǔ hé,to combine,Noun/Verb,5
阻止,zǔ zhǐ,to prevent,Verb,5
组织,zǔ zhī,to organize,Noun/Verb,5
嘴巴,zuǐ ba,mouth,Noun,5
醉,zuì,to be drunk,Verb,5
最初,zuì chū,at first,Noun,5
最佳,zuì jiā,best,Adjective,5
尊敬,zūn jìng,to respect,Verb/Adjective,5
遵守,zūn shǒu,to obey,Verb,5
作出,zuò chū,to put forward,Verb,5
岸,àn,shore,Noun,6
案例,àn lì,case,Noun,6
按摩,àn mó,massage,Verb,6
暗示,àn shì,to hint,Verb,6
昂贵,áng guì,expensive,Adjective,6
白白,bái bái,in vain,Adverb,6
白领,bái lǐng,white-collar worker,Noun,6
摆,bǎi,to place,Verb,6
摆放,bǎi fàng,to put,Verb,6
百分点,bǎi fēn diǎn,percentage point,Noun,6
百货,bǎi huò,department store,Noun,6
摆脱,bǎi tuō,to get rid of,Verb,6
败,bài,to be defeated,Verb,6
拜访,bài fǎng,to visit,Verb,6
拜年,bài nián,to pay a New Year's visit,Verb,6
版,bǎn,edition,Noun/Classifier,6
版本,bǎn běn,version,Noun,6
伴随,bàn suí,to accompany,Verb,6
扮演,bàn yǎn,to play the role of,Verb,6
榜样,bǎng yàng,example,Noun,6
棒球,bàng qiú,baseball,Noun,6
保管,bǎo guǎn,to take care of,Verb,6
保健,bǎo jiàn,health care,Verb,6
保暖,bǎo nuǎn,to keep warm,Verb,6
保修,bǎo xiū,to guarantee repair,Verb,6
保障,bǎo zhàng,to ensure,Noun/Verb,6
爆,bào,to explode,Verb,6
爆发,bào fā,to break out,Verb,6
报刊,bào kān,newspapers and magazines,Noun,6
暴力,bào lì,violence,Noun,6
暴露,bào lù,to expose,Verb,6
报社,bào shè,newspaper office,Noun,6
爆炸,bào zhà,to explode,Verb,6
悲观,bēi guān,pessimistic,Adjective,6
悲剧,bēi jù,tragedy,Noun,6
悲伤,bēi shāng,sad,Adjective,6
北极,běi jí,North Pole,Noun,6
北美洲,Běi Měi zhōu,North America,Noun,6
被动,bèi dòng,passive,Adjective,6
被迫,bèi pò,to be forced,Verb,6
背心,bèi xīn,vest,Noun,6
备用,bèi yòng,standby,Verb,6
倍增,bèi zēng,to double,Verb,6
奔跑,bēn pǎo,to run,Verb,6
本能,běn néng,instinct,Noun/Adverb,6
本身,běn shēn,itself,Pronoun,6
本土,běn tǔ,local,Noun,6
逼,bī,to force,Verb,6
比方,bǐ fang,to analogize,Verb,6
比重,bǐ zhòng,proportion,Noun,6
闭,bì,to close,Verb,6
避,bì,to avoid,Verb,6
必修,bì xiū,compulsory (course),Adjective,6
编,biān,to weave,Verb,6
编辑,biān jí,to edit,Noun/Verb,6
编写,biān xiě,to write,Verb,6
遍地,biàn dì,all over,Verb/Adverb,6
便捷,biàn jié,convenient,Adjective,6
变质,biàn zhì,to go bad,Verb,6
兵,bīng,soldier,Noun,6
病毒,bìng dú,virus,Noun,6
播,bō,to broadcast,Verb,6
播种,bō zhòng,to sow seeds,Verb,6
博览会,bó lǎn huì,exposition,Noun,6
薄弱,bó ruò,weak,Adjective,6
脖子,bó zi,neck,Noun,6
不耐烦,bú nài fán,impatient,Adjective,6
不顾,bú gù,to disregard,Verb,6
不料,bú liào,unexpectedly,Conjunction,6
不适,bú shì,uncomfortable,Adjective,6
不至于,bú zhì yú,not to the extent of,Verb,6
补,bǔ,to supplement,Verb,6
捕,bǔ,to catch,Verb,6
补偿,bǔ cháng,to compensate,Verb,6
补课,bǔ kè,to make up a missed lesson,Verb,6
补贴,bǔ tiē,to subsidize,Noun/Verb,6
补习,bǔ xí,to take supplementary lessons,Verb,6
布,bù,cloth,Noun,6
不安,bù ān,uneasy,Adjective,6
不曾,bù céng,never,Adverb,6
不成,bù chéng,won't do,Verb/Adjective/Auxiliary,6
不得,bù dé,must not,Verb,6
部队,bù duì,troops,Noun,6
不禁,bù jīn,cannot help but,Adverb,6
不时,bù shí,at times,Noun/Adverb,6
部位,bù wèi,position,Noun,6
不许,bù xǔ,not allowed,Verb,6
不宜,bù yí,not advisable,Verb,6
不已,bù yǐ,endlessly,Verb,6
布置,bù zhì,to arrange,Verb,6
不止,bù zhǐ,to not stop,Verb/Adverb,6
步骤,bù zhòu,step,Noun,6
猜测,cāi cè,to guess,Verb,6
财产,cái chǎn,property,Noun,6
财富,cái fù,wealth,Noun,6
才华,cái huá,talent,Noun,6
才能,cái néng,ability,Noun,6
财务,cái wù,finance,Noun,6
财物,cái wù,property,Noun,6
材质,cái zhì,material,Noun,6
踩,cǎi,to step on,Verb,6
采购,cǎi gòu,to purchase,Noun/Verb,6
彩虹,cǎi hóng,rainbow,Noun,6
采集,cǎi jí,to collect,Verb,6
采纳,cǎi nà,to adopt,Verb,6
彩票,cǎi piào,lottery ticket,Noun,6
参展,cān zhǎn,to participate in an exhibition,Verb,6
残疾,cán jí,disability,Noun,6
仓库,cāng kù,warehouse,Noun,6
草原,cǎo yuán,grassland,Noun,6
侧,cè,side,Noun/Verb,6
策划,cè huà,to plan,Verb,6
测量,cè liáng,to measure,Verb,6
策略,cè lüè,strategy,Noun,6
层次,céng cì,level,Noun,6
层面,céng miàn,level,Noun,6
叉,chā,fork,Noun/Verb,6
差异,chā yì,difference,Noun,6
插座,chā zuò,socket,Noun,6
查询,chá xún,to query,Verb,6
拆除,chāi chú,to demolish,Verb,6
产出,chǎn chū,to produce,Verb,6
产地,chǎn dì,place of origin,Noun,6
肠,cháng,intestine,Noun,6
长短,cháng duǎn,length,Noun,6
常规,cháng guī,convention,Noun/Adjective,6
常年,cháng nián,all year round,Adjective/Adverb,6
长寿,cháng shòu,longevity,Adjective,6
常温,cháng wēn,room temperature,Noun,6
场次,chǎng cì,number of performances,Noun,6
场地,chǎng dì,site,Noun,6
场馆,chǎng guǎn,venue,Noun,6
场合,chǎng hé,occasion,Noun,6
厂家,chǎng jiā,manufacturer,Noun,6
场景,chǎng jǐng,scene,Noun,6
场面,chǎng miàn,scene,Noun,6
厂商,chǎng shàng,manufacturer,Noun,6
畅通,chàng tōng,unimpeded,Adjective,6
畅销,chàng xiāo,to sell well,Verb,6
抄,chāo,to copy,Verb,6
超越,chāo yuè,to surpass,Verb,6
朝代,cháo dài,dynasty,Noun,6
潮流,cháo liú,trend,Noun,6
潮湿,cháo shī,damp,Adjective,6
嘲笑,cháo xiào,to mock,Verb,6
炒股,chǎo gǔ,to speculate in stocks,Verb,6
吵架,chǎo jià,to quarrel,Verb,6
撤回,chè huí,to withdraw,Verb,6
撤销,chè xiāo,to cancel,Verb,6
沉重,chén zhòng,heavy,Adjective,6
趁,chèn,to take advantage of,Preposition,6
撑,chēng,to prop up,Verb,6
称号,chēng hào,title,Noun,6
称呼,chēng hu,to address,Noun/Verb,6
称作,chēng zuò,to be called,Verb,6
成,chéng,measure word for one-tenth,Classifier,6
乘,chéng,to ride,Verb,6
盛,chéng,to hold,Verb,6
承办,chéng bàn,to undertake,Verb,6
惩罚,chéng fá,to punish,Verb,6
成交,chéng jiāo,to conclude a deal,Verb,6
承诺,chéng nuò,to promise,Verb,6
成千上万,chéng qiān shàng wàn,tens of thousands,Number,6
呈现,chéng xiàn,to present,Verb,6
成效,chéng xiào,effect,Noun,6
诚信,chéng xìn,honest,Adjective,6
成语,chéng yǔ,idiom,Noun,6
城镇,chéng zhèn,town,Noun,6
持久,chí jiǔ,lasting,Adjective,6
持有,chí yǒu,to hold,Verb,6
尺,chǐ,measure word for length,Noun/Classifier,6
尺寸,chǐ cùn,size,Noun,6
冲动,chōng dòng,impulse,Noun/Adjective,6
冲击,chōng jī,impact,Noun/Verb,6
充实,chōng shí,substantial,Verb/Adjective,6
冲突,chōng tū,conflict,Noun/Verb,6
崇拜,chóng bài,to worship,Verb,6
重建,chóng jiàn,to rebuild,Verb,6
冲,chòng,towards,Adverb/Preposition,6
抽奖,chōu jiǎng,to draw a prize,Verb,6
抽象,chōu xiàng,abstract,Adjective,6
愁,chóu,to worry,Verb,6
筹备,chóu bèi,to prepare,Verb,6
初步,chū bù,preliminary,Adjective,6
出场,chū chǎng,to appear on stage,Verb,6
初等,chū děng,elementary,Adjective,6
出境,chū jìng,to leave the country,Verb,6
出力,chū lì,to exert effort,Verb,6
出名,chū míng,famous,Adjective,6
出入,chū rù,discrepancy,Noun,6
出示,chū shì,to show,Verb,6
出游,chū yóu,to go on a trip,Verb,6
出于,chū yú,out of,Verb,6
除,chú,to remove,Verb/Preposition,6
除非,chú fēi,unless,Conjunction,6
储存,chú cún,to store,Verb,6
处罚,chǔ fá,to punish,Verb,6
储蓄,chǔ xù,to save,Noun/Verb,6
处处,chù chù,everywhere,Adverb,6
穿过,chuān guò,to go through,Verb,6
传承,chuán chéng,to inherit and carry forward,Verb,6
传达,chuán dá,to convey,Verb,6
传染,chuán rǎn,to infect,Verb,6
传染病,chuán rǎn bìng,infectious disease,Noun,6
传授,chuán shòu,to impart,Verb,6
传输,chuán shū,to transmit,Verb,6
传真,chuán zhēn,fax,Noun,6
船只,chuán zhī,ship,Noun,6
串,chuàn,string,Noun/Classifier,6
窗口,chuāng kǒu,window,Noun,6
闯,chuǎng,to rush,Verb,6
创办,chuàng bàn,to establish,Verb,6
创建,chuàng jiàn,to establish,Verb,6
创立,chuàng lì,to found,Verb,6
创意,chuàng yì,creativity,Noun/Verb,6
垂直,chuí zhí,to be vertical,Verb,6
纯,chún,pure,Adjective/Adverb,6
瓷器,cí qì,porcelain,Noun,6
此刻,cǐ kè,this moment,Noun,6
刺,cì,to stab,Noun/Verb,6
次数,cì shù,number of times,Noun,6
匆匆,cōng cōng,hasty,Adjective,6
匆忙,cōng máng,hasty,Adjective,6
从未,cóng wèi,never,Adverb,6
从业,cóng yè,to be employed,Verb,6
醋,cù,vinegar,Noun,6
脆,cuì,crisp,Adjective,6
脆弱,cuì ruò,fragile,Adjective,6
村庄,cūn zhuāng,village,Noun,6
存储,cún chǔ,to store,Verb,6
寸,cùn,cun,Classifier,6
挫折,cuò zhé,to frustrate,Verb,6
搭,dā,to build,Verb,6
搭配,dā pèi,to match,Verb/Adjective,6
答复,dá fù,to reply,Verb,6
打交道,dā jiāo dao,to come into contact with,Phrase,6
打动,dǎ dòng,to move,Verb,6
打击,dǎ jī,to strike,Verb,6
打架,dǎ jià,to fight,Verb,6
打卡,dǎ kǎ,to punch in,Verb,6
打雷,dǎ léi,to thunder,Verb,6
打造,dǎ zào,to create,Verb,6
打仗,dǎ zhàng,to fight,Verb,6
大臣,dà chén,minister,Noun,6
大吃一惊,dà chī yī jīng,to be greatly surprised,Phrase,6
大地,dà dì,earth,Noun,6
大都,dà dū,mostly,Adverb,6
大方,dà fāng,generous,Adjective,6
大幅,dà fú,substantially,Adverb,6
大伙儿,dà huǒr,everyone,Pronoun,6
大使,dà shǐ,ambassador,Noun,6
大师,dà shī,master,Noun,6
大洋洲,Dà yáng zhōu,Oceania,Noun,6
大致,dà zhì,roughly,Adjective/Adverb,6
呆,dāi,dull,Adjective,6
待,dài,to stay,Verb,6
代价,dài jià,price,Noun,6
贷款,dài kuǎn,to lend,Noun/Verb,6
代理,dài lǐ,to act as an agent,Verb,6
带领,dài lǐng,to lead,Verb,6
单纯,dān chún,simple,Adjective,6
单调,dān diào,monotonous,Adjective,6
耽误,dān wu,to delay,Verb,6
担忧,dān yōu,to worry,Verb,6
蛋白质,dàn bái zhì,protein,Noun,6
诞生,dàn shēng,to be born,Verb,6
当场,dāng chǎng,on the spot,Adverb,6
当初,dāng chū,originally,Noun,6
当代,dāng dài,contemporary,Noun,6
当今,dāng jīn,now,Noun,6
当面,dāng miàn,face to face,Adverb,6
当下,dāng xià,at the present moment,Noun/Adverb,6
当选,dāng xuǎn,to be elected,Verb,6
档案,dàng àn,file,Noun,6
当天,dàng tiān,that very day,Noun,6
岛,dǎo,island,Noun,6
倒闭,dǎo bì,to go bankrupt,Verb,6
倒车,dǎo chē,to reverse,Verb,6
导师,dǎo shī,supervisor,Noun,6
道德,dào dé,morality,Noun/Adjective,6
倒是,dào shì,contrary to expectation,Adverb,6
得了,dé le,to finish,Verb/Auxiliary,6
得以,dé yǐ,to be able to,Verb,6
得知,dé zhī,to learn of,Verb,6
灯笼,dēng long,lantern,Noun,6
等级,děng jí,grade,Noun,6
滴,dī,to drip,Verb/Classifier,6
低碳,dī tàn,low-carbon,Adjective,6
抵达,dǐ dá,to arrive,Verb,6
抵抗,dǐ kàng,to resist,Verb,6
地道,dì dao,authentic,Adjective,6
地方,dì fāng,place,Noun,6
地形,dì xíng,terrain,Noun,6
地域,dì yù,region,Noun,6
地质,dì zhì,geology,Noun,6
点击,diǎn jī,to click,Verb,6
典礼,diǎn lǐ,ceremony,Noun,6
点燃,diǎn rán,to ignite,Verb,6
典型,diǎn xíng,model,Noun/Adjective,6
电饭锅,diàn fàn guō,rice cooker,Noun,6
电力,diàn lì,power,Noun,6
店铺,diàn pù,shop,Noun,6
电源,diàn yuán,power source,Noun,6
吊,diào,to hang,Verb,6
调动,diào dòng,to transfer,Verb,6
钓鱼,diào yú,to fish,Verb,6
跌,diē,to fall,Verb,6
顶,dǐng,top,Noun/Verb/Classifier,6
订单,dìng dān,order form,Noun,6
订婚,dìng hūn,to get engaged,Verb,6
定价,dìng jià,to set a price,Noun/Verb,6
定时,dìng shí,to set a time,Noun/Verb,6
定位,dìng wèi,to position,Noun/Verb,6
定义,dìng yì,definition,Noun/Verb,6
定制,dìng zhì,to customize,Verb,6
栋,dòng,measure word for buildings,Classifier,6
动机,dòng jī,motive,Noun,6
动力,dòng lì,power,Noun,6
动漫,dòng màn,animation,Noun,6
动态,dòng tài,dynamic,Noun/Adjective,6
动听,dòng tīng,pleasant to listen to,Adjective,6
逗,dòu,to tease,Verb/Adjective,6
斗争,dòu zhēng,to struggle,Noun/Verb,6
都市,dū shì,city,Noun,6
毒,dú,poison,Noun/Verb/Adjective,6
渡,dù,to cross a river,Verb,6
端,duān,to hold,Verb,6
短缺,duǎn quē,shortage,Verb,6
对称,duì chèn,symmetrical,Adjective,6
对接,duì jiē,to dock,Verb,6
对抗,duì kàng,to confront,Verb,6
对立,duì lì,to oppose,Verb,6
对应,duì yìng,to correspond,Verb/Adjective,6
蹲,dūn,to squat,Verb,6
顿时,dùn shí,suddenly,Adverb,6
多才多艺,duō cái duō yì,versatile,Adjective,6
多亏,duō kuī,thanks to,Verb,6
多媒体,duō méi tǐ,multimedia,Noun,6
多余,duō yú,to be more than needed,Verb/Adjective,6
多元,duō yuán,diverse,Adjective,6
夺,duó,to seize,Verb,6
夺取,duó qǔ,to capture,Verb,6
躲避,duǒ bì,to avoid,Verb,6
恶心,ě xīn,nauseating,Verb/Adjective,6
恶劣,è liè,bad,Adjective,6
儿科,ér kē,pediatrics,Noun,6
耳环,ěr huán,earring,Noun,6
二氧化碳,èr yǎng huà tàn,carbon dioxide,Noun,6
发病,fā bìng,to fall ill,Verb,6
发愁,fā chóu,to worry,Verb,6
发电,fā diàn,to generate electricity,Verb,6
发动,fā dòng,to start,Verb,6
发放,fā fàng,to distribute,Verb,6
发光,fā guāng,to glow,Verb,6
